"source","description","date","curator","revision","Increased abundance in Group 1","NCBI","Experiment","Study","Page Name"
"Figure 2, 3, aditional file 5a and b, 7","Relative abundance of the differentiated taxa in samples collected prior to treatment in patients who developed subsequent Blood Stream Infections and patients who did not develop Blood Stream Infections","2020-06-17","William Lam","","increased","29465,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__","Experiment 1","Study 313","Signature 1"
"Figure 2, 3, aditional file 5a and b, 7","Relative abundance of the differentiated taxa in samples collected prior to treatment in patients who developed subsequent Blood Stream Infections and patients who did not develop Blood Stream Infections","2020-06-17","William Lam","","decreased","2005519,990719,194924,1202464,506,k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__,75682,1853231,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__,216851,51514,40544,846,k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__,990721,119852,574697","Experiment 1","Study 313","Signature 2"
"Figure 5","LEfSe analysis identiﬁed baseline vaginal microbiota biomarkers associated with clinical outcomes at 12 months follow-up","2020-06-17","Cynthia Anderson","Fatima Zohra","increased","386414,909932,909929,84999,186802,1380,82135,84107,32066,168808,1129771,31977,906,203490,203491,543311,186801,186803,838,976,200643,171552,171549,1760","Experiment 1","Study 314","Signature 1"
"Figure 5","LEfSe analysis identiﬁed baseline vaginal microbiota biomarkers associated with clinical outcomes at 12 months follow-up","2020-06-17","Cynthia Anderson","Fatima Zohra","decreased","186826,91061,33958,1578,1239","Experiment 1","Study 314","Signature 2"
"Figure 4","Outcomes at 12-month follow-up according to baseline VMB composition at baseline","2020-06-24","Cynthia Anderson","Fatima Zohra","increased","386414,2702","Experiment 2","Study 314","Signature 1"
"Supplementary Figure 2","Outcomes at 24 month follow-up according to baseline VMB composition at baseline","2020-07-07","Cynthia Anderson","Fatima Zohra","increased","2702,386414","Experiment 3","Study 314","Signature 1"
"Supplementary Figure 3","Supplementary Figure 3. Outcomes at 24 months according to VMB composition at 12 months in a subgroup of 35 women with ongoing disease","2020-07-07","Cynthia Anderson","Fatima Zohra","increased","87541","Experiment 4","Study 314","Signature 1"
"Table S1,  Text","Levels (relative frequencies; %) of the bacterial families showing differences, in at least one time point analyzed, between infants from mothers receiving IAP and those whose mothers did not receive it.","2020-06-18","Mst Afroza Parvin","","increased","72294,31979,72293,171552,171550","Experiment 1","Study 315","Signature 1"
"Table S1,  Text","Levels (relative frequencies; %) of the bacterial families showing differences, in at least one time point analyzed, between infants from mothers receiving IAP and those whose mothers did not receive it.","2020-06-18","Mst Afroza Parvin","","decreased","31953,201174","Experiment 1","Study 315","Signature 2"
"Table S2,  Text","Relative proportion (%; mean ± sd) of the five main bacterial phyla in the samples from breast and formula-fed infants either exposed of not to IAP","2020-06-18","Mst Afroza Parvin","","increased","1239,74201","Experiment 2","Study 315","Signature 1"
"Table S2,  Text","Relative proportion (%; mean ± sd) of the five main bacterial phyla in the samples from breast and formula-fed infants either exposed of not to IAP","2020-06-18","Mst Afroza Parvin","","decreased","201174,976","Experiment 2","Study 315","Signature 2"
"Table S2,  Text","Relative proportion (%; mean ± sd) of the five main bacterial phyla in the samples from breast and formula-fed infants either exposed of not to IAP","2020-06-18","Mst Afroza Parvin","","increased","976","Experiment 3","Study 315","Signature 1"
"Table S2,  Text","Relative proportion (%; mean ± sd) of the five main bacterial phyla in the samples from breast and formula-fed infants either exposed of not to IAP","2020-06-18","Mst Afroza Parvin","","decreased","201174","Experiment 3","Study 315","Signature 2"
"Text","Establishment of Intestinal Microbiota in VLBW Preterm Neonates Compared with FTVDBF Infants","2020-06-19","Mst Afroza Parvin","","increased","31953,80864,31957,1300,201174,91061,33958","Experiment 1","Study 316","Signature 1"
"Text","Establishment of Intestinal Microbiota in VLBW Preterm Neonates Compared with FTVDBF Infants","2020-06-19","Mst Afroza Parvin","","decreased","815,31979,1268,712,171551","Experiment 1","Study 316","Signature 2"
"Text","Establishment of Intestinal Microbiota in VLBW Preterm Neonates Compared with FTVDBF Infants","2020-06-19","Mst Afroza Parvin","","increased","543,1268,1236","Experiment 2","Study 316","Signature 1"
"Text","Establishment of Intestinal Microbiota in VLBW Preterm Neonates Compared with FTVDBF Infants","2020-06-19","Mst Afroza Parvin","","decreased","815,31953,31979,84107,81850,712,171551,1760,31977","Experiment 2","Study 316","Signature 2"
"Text","Establishment of Intestinal Microbiota in VLBW Preterm Neonates Compared with FTVDBF Infants","2020-06-19","Mst Afroza Parvin","","increased","543,1268,1236","Experiment 3","Study 316","Signature 1"
"Text","Establishment of Intestinal Microbiota in VLBW Preterm Neonates Compared with FTVDBF Infants","2020-06-19","Mst Afroza Parvin","","decreased","815,31953,31979,84107,81850,712,171551,1760,31977","Experiment 3","Study 316","Signature 2"
"Text","Establishment of Intestinal Microbiota in VLBW Preterm Neonates Compared with FTVDBF Infants","2020-06-19","Mst Afroza Parvin","","increased","543,1268,1236","Experiment 4","Study 316","Signature 1"
"Text","Establishment of Intestinal Microbiota in VLBW Preterm Neonates Compared with FTVDBF Infants","2020-06-19","Mst Afroza Parvin","","decreased","815,31953,31979,84107,81850,712,171551,1760,31977","Experiment 4","Study 316","Signature 2"
"Text","Impact of Delivery Mode and Antibiotics Use on the Establishment of Intestinal Microbiota","2020-06-19","Mst Afroza Parvin","","decreased","81850","Experiment 5","Study 316","Signature 1"
"Text","Impact of Delivery Mode and Antibiotics Use on the Establishment of Intestinal Microbiota","2020-06-19","Mst Afroza Parvin","","decreased","1268,31957","Experiment 6","Study 316","Signature 1"
"Text","Impact of Delivery Mode and Antibiotics Use on the Establishment of Intestinal Microbiota","2020-06-19","Mst Afroza Parvin","","decreased","80864,90964,91061","Experiment 7","Study 316","Signature 1"
"Text","Impact of Delivery Mode and Antibiotics Use on the Establishment of Intestinal Microbiota","2020-06-19","Mst Afroza Parvin","","decreased","541000","Experiment 8","Study 316","Signature 1"
"Text","Impact of Delivery Mode and Antibiotics Use on the Establishment of Intestinal Microbiota","2020-06-19","Mst Afroza Parvin","","increased","543","Experiment 9","Study 316","Signature 1"
"Text","Impact of Delivery Mode and Antibiotics Use on the Establishment of Intestinal Microbiota","2020-06-19","Mst Afroza Parvin","","decreased","31953,1300,1760,186826","Experiment 9","Study 316","Signature 2"
"text","Impact of Delivery Mode and Antibiotics Use on the Establishment of Intestinal Microbiota","2020-06-19","Mst Afroza Parvin","","decreased","90964,543","Experiment 10","Study 316","Signature 1"
"text","Impact of Delivery Mode and Antibiotics Use on the Establishment of Intestinal Microbiota","2020-06-19","Mst Afroza Parvin","","decreased","31953","Experiment 11","Study 316","Signature 1"
"Text","3.3. Alpha Diversity;   3.4. Relative abundance of Taxa","2020-06-21","Mst Afroza Parvin","","increased","1485,543","Experiment 1","Study 317","Signature 1"
"Text","3.3. Alpha Diversity; 3.4. Relative abundance of Taxa","2020-06-21","Mst Afroza Parvin","","increased","357,1301","Experiment 2","Study 317","Signature 1"
"Text","3.3. Alpha Diversity; 3.4. Relative abundance of Taxa","2020-06-21","Mst Afroza Parvin","","decreased","1350","Experiment 2","Study 317","Signature 2"
"Figure 2","pre-transplant relative abundance of phylum-level gut microbial diversity on the non-acute graft-versus-host disease compared to acute graft-versus-host disease in outcomes of allogeneic hematopoietic stem cell transplantation","2020-06-21","William Lam","","increased","1239","Experiment 1","Study 318","Signature 1"
"Figure 3","pre-transplant genus-level gut microbial diversity on the non-acute graft-versus-host disease compared to acute graft-versus-host disease in outcomes of allogeneic hematopoietic stem cell transplantation","2020-06-21","William Lam","","increased","216851,1730","Experiment 2","Study 318","Signature 1"
"Figure 4 & text","The differential taxa between FA- and CAP-exposed mice. a) the cladogram of faecal bacterial community","2020-06-21","Zyaijah Bailey","","increased","k__bacteria;p__bacteroidetes;c__bacteroidetes;o__bacteriodales;f__rinkenellaceae;g__alistipes;s__alistipesfinegoldii,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae microfusus DSM 15922,171550,248744,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae bacterium DW52,mycoplasmasualvi,2093,2092,2085","Experiment 1","Study 319","Signature 1"
"Figure 4 & text","The differential taxa between FA- and CAP-exposed mice. a) the cladogram of faecal bacterial community","2020-06-21","Zyaijah Bailey","","decreased","k__Bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__Clostridium;s__clostridium sensu stricto 1,k__Bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae1,k__Bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__Lachnospiraceae;s__Lachnospiraceae bacterium 10-1,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__clostridium;s__Clostridium sp. Culture Jar-56,1501226,186804,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__papillibacter,s_gut metagenome,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o_Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o_Erysipelotrichales;f__Erysipelotrichaceae;g__turicibacter,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter hepaticus,209,72293,213849,29547","Experiment 1","Study 319","Signature 2"
"Table S1, Figure S2 & Text, Figure 1","MZILN results for any intrapartum MZILN model estimates (P<0.05) for ASVs that were significantly associated with intrapartum antibiotic use; Boxplots of alpha diversity scores based on intrapartum antibiotic exposure at (A) 6 weeks (N=266); and (B) 1 year (N=152).","2020-06-22","Mst Afroza Parvin","","increased","119852,113286,184869,39778","Experiment 1","Study 320","Signature 1"
"Table S1, Figure S2 & Text, Figure 1","MZILN results for any intrapartum MZILN model estimates (P<0.05) for ASVs that were significantly associated with intrapartum antibiotic use; Boxplots of alpha diversity scores based on intrapartum antibiotic exposure at (A) 6 weeks (N=266); and (B) 1 year (N=152).","2020-06-22","Mst Afroza Parvin","","decreased","816,1678,572511,841,1263","Experiment 1","Study 320","Signature 2"
"Table S1, Figure S2 & Text, Figure 1","MZILN results for any intrapartum MZILN model estimates (P<0.05) for ASVs that were significantly associated with intrapartum antibiotic use; Boxplots of alpha diversity scores based on intrapartum antibiotic exposure at (A) 6 weeks (N=266); and (B) 1 year (N=152).","2020-06-22","Mst Afroza Parvin","","increased","119852,113286,184869,39778","Experiment 2","Study 320","Signature 1"
"Table S1, Figure S2 & Text, Figure 1","MZILN results for any intrapartum MZILN model estimates (P<0.05) for ASVs that were significantly associated with intrapartum antibiotic use; Boxplots of alpha diversity scores based on intrapartum antibiotic exposure at (A) 6 weeks (N=266); and (B) 1 year (N=152).","2020-06-22","Mst Afroza Parvin","","decreased","816,1678,572511,841","Experiment 2","Study 320","Signature 2"
"Table S1, Figure S2 & Text, Figure 1, Figure 3","MZILN results for any intrapartum MZILN model estimates (P<0.05) for ASVs that were significantly associated with intrapartum antibiotic use; Boxplots of alpha diversity scores based on intrapartum antibiotic exposure at (A) 6 weeks (N=266); and (B) 1 year (N=152).","2020-06-22","Mst Afroza Parvin","","decreased","816,28116,1678","Experiment 3","Study 320","Signature 1"
"Table S1, Figure S2 & Text, Figure 1, Figure 3","MZILN results for any intrapartum MZILN model estimates (P<0.05) for ASVs that were significantly associated with intrapartum antibiotic use; Boxplots of alpha diversity scores based on intrapartum antibiotic exposure at (A) 6 weeks (N=266); and (B) 1 year (N=152).","2020-06-22","Mst Afroza Parvin","","increased","33042,33038","Experiment 4","Study 320","Signature 1"
"Table S1, Figure S2 & Text, Figure 1, Figure 3","MZILN results for any intrapartum MZILN model estimates (P<0.05) for ASVs that were significantly associated with intrapartum antibiotic use; Boxplots of alpha diversity scores based on intrapartum antibiotic exposure at (A) 6 weeks (N=266); and (B) 1 year (N=152).","2020-06-22","Mst Afroza Parvin","","decreased","816,817,1485,158846,1301","Experiment 4","Study 320","Signature 2"
"Table S1, Figure S2 & Text, Figure 1, Figure 3","MZILN results for any intrapartum MZILN model estimates (P<0.05) for ASVs that were significantly associated with intrapartum antibiotic use; Boxplots of alpha diversity scores based on intrapartum antibiotic exposure at (A) 6 weeks (N=266); and (B) 1 year (N=152).","2020-06-22","Mst Afroza Parvin","","increased","39778","Experiment 5","Study 320","Signature 1"
"Table 2, table 3","Characteristics and outcomes of breast milk–fed infants at age 10 d & 30 d","2020-06-23","Mst Afroza Parvin","","decreased","1357,816","Experiment 1","Study 321","Signature 1"
"Figure 1a, Supplemental Table S2","Comparison of the oral bacterial community between reference individuals and patients at the time of malignancy diagnosis (before chemotherapy)","2020-06-23","William Lam","","increased","46123,1357,203697","Experiment 1","Study 322","Signature 1"
"Figure 1a, Supplemental Table S2","Comparison of the oral bacterial community between reference individuals and patients at the time of malignancy diagnosis (before chemotherapy)","2020-06-23","William Lam","","decreased","31953,1716,84107,346096,117747,1378,186803,848,22,2745,713","Experiment 1","Study 322","Signature 2"
"Figure 2a, Supplemental Table 2","Comparison of the oral bacterial community at the time of malignancy diagnosis (before chemotherapy) in patients who later developed oral mucositis and those who did not develop oral mucositis","2020-06-23","William Lam","","increased","1016,1357,32066,146","Experiment 2","Study 322","Signature 1"
"Table 3","Comparison of the oral bacterial community at the  time point of malignancy diagnosis and during chemotherapy in those who have oral mucositis","2020-06-23","William Lam","","increased","1279","Experiment 3","Study 322","Signature 1"
"Table 3","Comparison of the oral bacterial community at the  time point of malignancy diagnosis and during chemotherapy in those who have oral mucositis","2020-06-23","William Lam","","decreased","1224,203697","Experiment 3","Study 322","Signature 2"
"Table 3","Comparison of the oral bacterial community at the  time point of malignancy diagnosis and during chemotherapy in those who do not have oral mucositis","2020-06-23","William Lam","","increased","338","Experiment 4","Study 322","Signature 1"
"Supplemental Table S4, Figure S1, S2","Relative abundance (%) of taxa with different levels between all mucosal samples from lip and bucca and samples from mucositis lesions","2020-06-23","William Lam","","increased","1654,196081,1386,171550,1279,46123,1357,1448937,128827","Experiment 5","Study 322","Signature 1"
"Supplemental Table S4, Figure S1, S2","Relative abundance (%) of taxa with different levels between all mucosal samples from lip and bucca and samples from mucositis lesions","2020-06-23","William Lam","","decreased","713,416916,724,40323,2093","Experiment 5","Study 322","Signature 2"
"Figure 5","Comparison of the abundance of tissue bacterial genera between infants with or without necrotizing enterocolitis (NEC)","2020-06-24","Fatima Zohra","","increased","1485,1279","Experiment 1","Study 323","Signature 1"
"Figure 5","Comparison of the abundance of tissue bacterial genera between infants with or without necrotizing enterocolitis (NEC)","2020-06-24","Fatima Zohra","","decreased","28196,150022,29330,1654,286,59732,283,1301,1716","Experiment 2","Study 323","Signature 1"
"Figure 6","Comparison of the abundance of tissue bacterial genera between infants with or without necrotizing enterocolitis (NEC) after adjusting","2020-06-24","Fatima Zohra","","increased","1279","Experiment 3","Study 323","Signature 1"
"Figure 2a","Gut microbiome phylotype alterations at the phylum and genus levels in thyroid carcinoma","2020-06-24","Rimsha Azhar","","increased","1505657,570,207244,561,620,42322,33042,191303,290054,292632,928852,39488,1301,1578,171550,186804,128827,543,33958,990719,1300,1224,1239","Experiment 1","Study 324","Signature 1"
"Figure 2a","Gut microbiome phylotype alterations at the phylum and genus levels in thyroid carcinoma","2020-06-24","Rimsha Azhar","","decreased","976,815,171552,909930,816,838,841,158846,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_gnavus,1506553,1283313,33024","Experiment 1","Study 324","Signature 2"
"Figure 4","Comparison of genera signatures between psoriatic patients and the control participants","2020-06-25","Rimsha Azhar","","increased","572511,1263,216851,1678,33042,86331,189330,990721,1654,102106","Experiment 1","Study 325","Signature 1"
"Figure 4","Comparison of genera signatures between psoriatic patients and the control participants","2020-06-25","Rimsha Azhar","","decreased","574697,35832,283168,375288,838,40544,28050,577309","Experiment 1","Study 325","Signature 2"
"Figure 2b, Supplemental Figure S4","Comparsion of partial response/ stable disease and progressive disease in fecal samples of all patients with non-small cell lung cell lung carcinoma (NSCLC) or renal cell carcinoma (RCC) reponse at 3 months of PD-1 monoclonal antibodies (mAB) treatment","2020-06-26","William Lam","","increased","239935,142586,186803,128827,1392389,214856,29523,1197717,1352,838","Experiment 1","Study 326","Signature 1"
"Figure 2b, Supplemental Figure S4","Comparsion of partial response/ stable disease and progressive disease in fecal samples of all patients with non-small cell lung cell lung carcinoma (NSCLC) or renal cell carcinoma (RCC) reponse at 3 months of PD-1 monoclonal antibodies (mAB) treatment","2020-06-26","William Lam","","decreased","838,1506,186802,208479,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus;s__Firmicutes_bacterium,s__clostridiales_bacterium,572511,626929,1224,291645,823","Experiment 1","Study 326","Signature 2"
"Figure 2c, Supplemental Figure S5b","Comparsion of patients with partial progressive survival free more than 3 months and less than 3 in fecal samples of patients (excluding those treated with antibiotics) with non-small cell lung cell lung carcinoma (NSCLC) or renal cell carcinoma (RCC) reponse at 3 months of PD-1 monoclonal antibodies (mAB) treatment","2020-06-26","William Lam","","increased","142586,239759,239935,1392389,291645,371601,572511,186803,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus;s__Firmicutes_bacterium,1239,186802,1263,1506,292800,47678,41978","Experiment 2","Study 326","Signature 1"
"Figure 2c, Supplemental Figure S5b","Comparsion of patients with partial progressive survival free more than 3 months and less than 3 in fecal samples of patients (excluding those treated with antibiotics) with non-small cell lung cell lung carcinoma (NSCLC) or renal cell carcinoma (RCC) reponse at 3 months of PD-1 monoclonal antibodies (mAB) treatment","2020-06-26","William Lam","","decreased","823,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus;s__Firmicutes_bacterium,186802,169435,186803,128827","Experiment 2","Study 326","Signature 2"
"Figure 2g","Culturomics-based analyses of fecal samples in 16 Responders and 16 Non-Responders Non-Small Cell Lung Carcinoma patients (defined as the best clinical outcome) before PD-1 blockage immunotherapy, each commensal colony having been identified by mass spectrometry","2020-06-26","William Lam","","decreased","1283,169292","Experiment 3","Study 326","Signature 1"
"Text","Differences in gut microbiota composition between infants receiving no, short or long antibiotic treatment","2020-06-28","Mst Afroza Parvin","","increased","1578","Experiment 1","Study 327","Signature 1"
"Text","Differences in gut microbiota composition between infants receiving no, short or long antibiotic treatment","2020-06-28","Mst Afroza Parvin","","decreased","561,1301","Experiment 1","Study 327","Signature 2"
"Text","Differences in gut microbiota composition between infants receiving no, short or long antibiotic treatment","2020-06-28","Mst Afroza Parvin","","increased","1578,1350","Experiment 2","Study 327","Signature 1"
"Text","Differences in gut microbiota composition between infants receiving no, short or long antibiotic treatment","2020-06-28","Mst Afroza Parvin","","decreased","561,1301","Experiment 2","Study 327","Signature 2"
"Figure 1a, Figure 2a","Differences in bacterial taxa between patients with psoriatic arthritis  (PsA) compared to healthy controls (HLT)","2020-06-28","Rimsha Azhar","","decreased","186801,203494,74201,239934,48461,46205,1263,33042","Experiment 1","Study 328","Signature 1"
"Figure 1b, Figure 2b","Differences in bacterial taxa between patients with skin psoriasis (PS) compared to healthy controls (HLT)","2020-06-28","Rimsha Azhar","","decreased","171551,375288,186801,128827,526524,1760,201174,100883,526525,33042,186803,541000,976","Experiment 2","Study 328","Signature 1"
"Figure 1c, Figure 2c","Difference in bactrial taxa between psoriatic arthiritis compared to psoriasis samples","2020-06-28","Rimsha Azhar","","increased","100883,976","Experiment 3","Study 328","Signature 1"
"Figure 1c, Figure 2c","Difference in bactrial taxa between psoriatic arthiritis compared to psoriasis samples","2020-06-28","Rimsha Azhar","","decreased","1239,186801,186802,203557,74201","Experiment 3","Study 328","Signature 2"
"Figure 5","The relative abundances of the bacterial genera mainly explaining the observed phylum level changes after perinatal antibiotic exposure","2020-06-30","Mst Afroza Parvin","","increased","1578","Experiment 1","Study 329","Signature 1"
"Figure 5","The relative abundances of the bacterial genera mainly explaining the observed phylum level changes after perinatal antibiotic exposure","2020-06-30","Mst Afroza Parvin","","decreased","816","Experiment 1","Study 329","Signature 2"
"Figure 5","The relative abundances of the bacterial genera mainly explaining the observed phylum level changes after perinatal antibiotic exposure","2020-06-30","Mst Afroza Parvin","","decreased","816","Experiment 2","Study 329","Signature 1"
"Figure 5","The relative abundances of the bacterial genera mainly explaining the observed phylum level changes after perinatal antibiotic exposure","2020-06-30","Mst Afroza Parvin","","increased","1485","Experiment 3","Study 329","Signature 1"
"Figure 5","The relative abundances of the bacterial genera mainly explaining the observed phylum level changes after perinatal antibiotic exposure","2020-06-30","Mst Afroza Parvin","","increased","1578","Experiment 4","Study 329","Signature 1"
"Figure 5","The relative abundances of the bacterial genera mainly explaining the observed phylum level changes after perinatal antibiotic exposure","2020-06-30","Mst Afroza Parvin","","decreased","816","Experiment 4","Study 329","Signature 2"
"Figure 5","The relative abundances of the bacterial genera mainly explaining the observed phylum level changes after perinatal antibiotic exposure","2020-06-30","Mst Afroza Parvin","","decreased","816","Experiment 5","Study 329","Signature 1"
"Figure 5","The relative abundances of the bacterial genera mainly explaining the observed phylum level changes after perinatal antibiotic exposure","2020-06-30","Mst Afroza Parvin","","increased","1485","Experiment 6","Study 329","Signature 1"
"Figure 1 + text","The bacterial microbiota in placenta samples negative and positive for HPV DNA","2020-06-30","Cynthia Anderson","Fatima Zohra","increased","33958,1578,2129,147802","Experiment 1","Study 330","Signature 1"
"Figure 2 + text","The bacterial microbiota in cervical samples negative and positive for HPV DNA","2020-07-07","Cynthia Anderson","Fatima Zohra","increased","1578,2129,147802","Experiment 2","Study 330","Signature 1"
"Figure 2 + text","The bacterial microbiota in cervical samples negative and positive for HPV DNA","2020-07-07","Cynthia Anderson","Fatima Zohra","decreased","186804,81852,724,1257","Experiment 2","Study 330","Signature 2"
"Figure 3 + text","The bacterial microbiota in oral samples negative and positive for HPV DNA","2020-07-07","Cynthia Anderson","Fatima Zohra","increased","31953,150022","Experiment 3","Study 330","Signature 1"
"Figure 3 + text","The bacterial microbiota in oral samples negative and positive for HPV DNA","2020-07-07","Cynthia Anderson","Fatima Zohra","decreased","724","Experiment 3","Study 330","Signature 2"
"Figure 2a, 2b, table 3","Comparisons of the relative abundance using LEfSe analysis","2020-06-30","Rimsha Azhar","","increased","1239,186803,186804,1300,31979,712,572511,39488,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_torques,841,1301,1407607,207244,1501226,128827,33042,189330,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sensu_stricto,292632,724,438033,580596,42322","Experiment 1","Study 331","Signature 1"
"Figure 2a, 2b, table 3","Comparisons of the relative abundance using LEfSe analysis","2020-06-30","Rimsha Azhar","","decreased","816,216851,838,1283313,33024,1506553,375288,577309,1154586,815,171552,171551,909930,1154585,976,508458","Experiment 1","Study 331","Signature 2"
"Table 7","Hashimoto's thyroid gut microbial phylotypes from pyrosequencing","2020-06-30","Rimsha Azhar","","increased","1265","Experiment 1","Study 332","Signature 1"
"Table 7","Hashimoto's thyroid gut microbial phylotypes from pyrosequencing","2020-06-30","Rimsha Azhar","","decreased","1596","Experiment 1","Study 332","Signature 2"
"Table 2","Relative abundance of the six most common bacterial genera in all infants (n = 33) and in those with and without use of maternal antibiotics and with Cesarean or vaginal delivery","2020-07-01","Mst Afroza Parvin","","decreased","1678","Experiment 1","Study 333","Signature 1"
"Figure 1b, c; Figure 4a,b","LEfSe results on gut microbiomes of preterm infants","2020-07-01","Mst Afroza Parvin","","increased","1618113,29547,200644","Experiment 1","Study 334","Signature 1"
"Figure 1b, c; Figure 4a,b","LEfSe results on gut microbiomes of preterm infants","2020-07-01","Mst Afroza Parvin","","decreased","186802,186801,1678","Experiment 1","Study 334","Signature 2"
"Figure 8","LEfSe analysis showed significant differences in microbial community structure between the H and L groups.","2020-07-01","Mst Afroza Parvin","","increased","28216","Experiment 2","Study 334","Signature 1"
"Figure 8","LEfSe analysis showed significant differences in microbial community structure between the H and L groups.","2020-07-01","Mst Afroza Parvin","","decreased","1678,85004,31953","Experiment 2","Study 334","Signature 2"
"Figure 5","Microbiota composition in stool samples from WT and IL-10−/− mice after 35 days of treatment with PM10.","2020-07-02","Zyaijah Bailey","","increased","74201","Experiment 1","Study 335","Signature 1"
"Figure 5","Microbiota composition in stool samples from WT and IL-10−/− mice after 35 days of treatment with PM10.","2020-07-02","Zyaijah Bailey","","increased","74201,544448","Experiment 2","Study 335","Signature 1"
"Figure 5","Microbiota composition in stool samples from WT and IL-10−/− mice after 35 days of treatment with PM10.","2020-07-02","Zyaijah Bailey","","decreased","976","Experiment 2","Study 335","Signature 2"
"Text","Composition Analysis of Microbiota","2020-07-02","Mst Afroza Parvin","","increased","976,13687,816,1578","Experiment 1","Study 336","Signature 1"
"Text","Composition Analysis of Microbiota","2020-07-02","Mst Afroza Parvin","","decreased","1485","Experiment 1","Study 336","Signature 2"
"Text","Composition Analysis of Microbiota","2020-07-02","Mst Afroza Parvin","","increased","201174","Experiment 2","Study 336","Signature 1"
"Text","Composition Analysis of Microbiota","2020-07-02","Mst Afroza Parvin","","increased","816","Experiment 3","Study 336","Signature 1"
"Text","Composition Analysis of Microbiota","2020-07-02","Mst Afroza Parvin","","increased","816,1350","Experiment 4","Study 336","Signature 1"
"Text","Composition Analysis of Microbiota","2020-07-02","Mst Afroza Parvin","","decreased","570","Experiment 4","Study 336","Signature 2"
"Figure 1, Table S2","Association of second-trimester antibiotic exposure and infant gut microbiome at 3 and 12 months","2020-07-03","Mst Afroza Parvin","","increased","1407607","Experiment 1","Study 337","Signature 1"
"Figure 1, Table S2","Association of second-trimester antibiotic exposure and infant gut microbiome at 3 and 12 months","2020-07-03","Mst Afroza Parvin","","decreased","239935,543,1301,816,712,29465,1660,137838,1279,227943","Experiment 2","Study 337","Signature 1"
"Figure 1, Table S2","Association of second-trimester antibiotic exposure and infant gut microbiome at 3 and 12 months","2020-07-03","Mst Afroza Parvin","","increased","29465,186804,1485,186803","Experiment 3","Study 337","Signature 1"
"Figure 1, Table S2","Association of second-trimester antibiotic exposure and infant gut microbiome at 3 and 12 months","2020-07-03","Mst Afroza Parvin","","decreased","543,239934,816,239759,29465,423477,186804,572511,204475,1485,1506553","Experiment 3","Study 337","Signature 2"
"Figure 2, Text","Alpha diversity metrics (Chao1 index, observed species, PD whole tree and Simpson index) of OTU-level fecal bacterial communities;  The relative abundance of fecal bacterial communities","2020-07-04","Mst Afroza Parvin","","increased","216851,33024,28050,158846,724","Experiment 1","Study 338","Signature 1"
"Figure 2, Text","Alpha diversity metrics (Chao1 index, observed species, PD whole tree and Simpson index) of OTU-level fecal bacterial communities;  The relative abundance of fecal bacterial communities","2020-07-04","Mst Afroza Parvin","","decreased","119852,39948","Experiment 1","Study 338","Signature 2"
